          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
19412351  N076  00-06-01  10065 2019-05-06 16:00:00   131075    65543 -2091509.0 -1863016.0 -261438.625000 -232877.000000  1.824899  97.158006  0.265508  0.293842
19412352  N076  00-06-01  10066 2019-05-09 20:00:00  2223006  1933095  2091931.0  1867552.0   27525.407895   24573.052632  0.182690  10.218324  0.026318  0.029246
19412353  N076  00-06-01  10067 2019-05-10 00:00:00  2223218  1933220      212.0      125.0      53.000000      31.250000  0.010182   0.024672  0.001775  0.001928
19412354  N076  00-06-01  10068 2019-05-10 04:00:00  2223228  1933226       10.0        6.0       2.500000       1.500000  0.010537   0.037088  0.001826  0.001965
19412355  N076  00-06-01  10069 2019-05-10 08:00:00  2223292  1933412       64.0      186.0      16.000000      46.500000  0.010442   0.018307  0.001812  0.001908
19412356  N076  00-06-01  10070 2019-05-10 12:00:00  2223574  1934216      282.0      804.0      70.500000     201.000000  0.010059   0.046177  0.001757  0.001712



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
18439803  N067  00-00-00   8816 2018-09-09 08:00:00  2097335  2210438        8.0       37.0  2.000000e+00  9.250000e+00   0.019959   0.020627  0.001827  0.001956
18439804  N067  00-00-00   8817 2018-09-09 12:00:00  2097385  2210626       50.0      188.0  1.250000e+01  4.700000e+01   0.019578   0.019286  0.001816  0.001908
18439805  N067  00-00-00   8818 2018-09-09 16:00:00  2097444  2210831       59.0      205.0  1.475000e+01  5.125000e+01   0.019496   0.019135  0.001814  0.001902
18439806  N067  00-00-00   8819 2018-09-09 18:00:00        6        2 -2097438.0 -2210829.0 -1.048719e+06 -1.105414e+06  38.032365  39.248073  1.070552  1.402171
18439807  N067  00-00-00   8820 2018-09-09 20:00:00  2097514  2211014  2097508.0  2211012.0  1.048754e+06  1.105506e+06  38.033635  39.251323  1.070588  1.402288
18439808  N067  00-00-00   8821 2018-09-09 23:00:00        6        4 -2097508.0 -2211010.0 -6.991693e+05 -7.370033e+05  25.349079  26.160540  0.713115  0.934202
18439809  N067  00-00-00   8822 2018-09-10 00:00:00  2097545  2211108  2097539.0  2211104.0  2.097539e+06  2.211104e+06  76.088426  78.526870  2.143036  2.806659
18439810  N067  00-00-00   8823 2018-09-10 04:00:00  2097551  2211122        6.0       14.0  1.500000e+00  3.500000e+00   0.019977   0.020832  0.001827  0.001963
18439811  N067  00-00-00   8824 2018-09-10 08:00:00  2097773  2211309      222.0      187.0  5.550000e+01  4.675000e+01   0.018018   0.019295  0.001772  0.001908



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
18439805  N067  00-00-00   8818 2018-09-09 16:00:00  2097444  2210831       59.0      205.0  1.475000e+01  5.125000e+01   0.019496   0.019135  0.001814  0.001902
18439806  N067  00-00-00   8819 2018-09-09 18:00:00        6        2 -2097438.0 -2210829.0 -1.048719e+06 -1.105414e+06  38.032365  39.248073  1.070552  1.402171
18439807  N067  00-00-00   8820 2018-09-09 20:00:00  2097514  2211014  2097508.0  2211012.0  1.048754e+06  1.105506e+06  38.033635  39.251323  1.070588  1.402288
18439808  N067  00-00-00   8821 2018-09-09 23:00:00        6        4 -2097508.0 -2211010.0 -6.991693e+05 -7.370033e+05  25.349079  26.160540  0.713115  0.934202
18439809  N067  00-00-00   8822 2018-09-10 00:00:00  2097545  2211108  2097539.0  2211104.0  2.097539e+06  2.211104e+06  76.088426  78.526870  2.143036  2.806659
18439810  N067  00-00-00   8823 2018-09-10 04:00:00  2097551  2211122        6.0       14.0  1.500000e+00  3.500000e+00   0.019977   0.020832  0.001827  0.001963
18439811  N067  00-00-00   8824 2018-09-10 08:00:00  2097773  2211309      222.0      187.0  5.550000e+01  4.675000e+01   0.018018   0.019295  0.001772  0.001908
18439812  N067  00-00-00   8825 2018-09-10 12:00:00  2098162  2211833      389.0      524.0  9.725000e+01  1.310000e+02   0.016503   0.016302  0.001729  0.001801
18439813  N067  00-00-00   8826 2018-09-10 16:00:00  2098227  2212034       65.0      201.0  1.625000e+01  5.025000e+01   0.019442   0.019171  0.001812  0.001904



          area       scp  index                  dt        i         o      idiff       odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
34414499  N507  00-00-02   9684 2019-02-20 19:00:00  1908389  21124178       91.0      1354.0      22.75      338.50   0.018418   0.017300  0.001806  0.001537
34414500  N507  00-00-02   9685 2019-02-20 23:00:00  1908420  21124516       31.0       338.0       7.75       84.50   0.019606   0.020107  0.001821  0.001860
34414501  N507  00-00-02   9686 2019-02-21 03:00:00  1908421  21124531        1.0        15.0       0.25        3.75   0.020200   0.020999  0.001829  0.001963
34414502  N507  00-00-02   9687 2019-02-21 07:00:00  1908426  21124603        5.0        72.0       1.25       18.00   0.020121   0.020842  0.001828  0.001945
34414503  N507  00-00-02   9688 2019-02-21 11:00:00  4022941   3072393  2114515.0 -18052210.0  528628.75 -4513052.50  41.833590  49.845994  0.538727  5.730680
34414504  N507  00-00-02   9689 2019-02-21 15:00:00  1908578  21126011 -2114363.0  18053618.0 -528590.75  4513404.50  41.830581  49.849883  0.538688  5.731128
34414505  N507  00-00-02   9690 2019-02-21 19:00:00  1908645  21127447       67.0      1436.0      16.75      359.00   0.018893   0.017074  0.001812  0.001511
34414506  N507  00-00-02   9691 2019-02-21 23:00:00  1908671  21127832       26.0       385.0       6.50       96.25   0.019705   0.019977  0.001822  0.001845
34414507  N507  00-00-02   9692 2019-02-22 03:00:00  1908676  21127862        5.0        30.0       1.25        7.50   0.020121   0.020958  0.001828  0.001958



          area       scp  index                  dt        i         o      idiff       odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
34414582  N507  00-00-02   9767 2019-03-05 03:00:00  1910778  21154212        3.0        24.0       0.75        6.00   0.020160   0.020974  0.001828  0.001960
34414583  N507  00-00-02   9768 2019-03-05 07:00:00  1910791  21154303       13.0        91.0       3.25       22.75   0.019962   0.020789  0.001826  0.001938
34414584  N507  00-00-02   9769 2019-03-05 11:00:00  1910915  21155280      124.0       977.0      31.00      244.25   0.017765   0.018342  0.001797  0.001657
34414585  N507  00-00-02   9770 2019-03-05 15:00:00  1910943  21155717       28.0       437.0       7.00      109.25   0.019665   0.019833  0.001822  0.001829
34414586  N507  00-00-02   9771 2019-03-05 19:00:00  4050583   3094953  2139640.0 -18060764.0  534910.00 -4515191.00  42.330903  49.869623  0.545150  5.733397
34414587  N507  00-00-02   9772 2019-03-05 23:00:00  1911046  21157615 -2139537.0  18062662.0 -534884.25  4515665.50  42.328864  49.874866  0.545124  5.734000
34414588  N507  00-00-02   9773 2019-03-06 03:00:00  1911049  21157649        3.0        34.0       0.75        8.50   0.020160   0.020946  0.001828  0.001957
34414589  N507  00-00-02   9774 2019-03-06 07:00:00  1911061  21157752       12.0       103.0       3.00       25.75   0.019982   0.020756  0.001826  0.001935
34414590  N507  00-00-02   9775 2019-03-06 11:00:00  1911217  21158730      156.0       978.0      39.00      244.50   0.017132   0.018339  0.001789  0.001657



           area       scp  index                  dt        i      o      idiff  odiff   idiff_ph  odiff_ph         iz        oz     cumiz     cumoz
32931544  N420B  00-03-01   3437 2016-05-15 17:00:00   777143  83554       23.0    6.0       5.75      1.50   0.010900  0.003939  0.001823  0.001965
32931545  N420B  00-03-01   3438 2016-05-15 21:00:00   777152  83560        9.0    6.0       2.25      1.50   0.011364  0.003939  0.001827  0.001965
32931546  N420B  00-03-01   3439 2016-05-16 01:00:00   777158  83562        6.0    2.0       1.50      0.50   0.011464  0.009101  0.001827  0.001967
32931547  N420B  00-03-01   3440 2016-05-16 05:00:00   777158  83562        0.0    0.0       0.00      0.00   0.011663  0.011682  0.001829  0.001967
32931548  N420B  00-03-01   3441 2016-05-16 09:00:00  2939857  83563  2162699.0    1.0  540674.75      0.25  71.730522  0.010392  0.551045  0.001967
32931549  N420B  00-03-01   3442 2016-05-16 13:00:00  2939884  83566       27.0    3.0       6.75      0.75   0.010767  0.007811  0.001822  0.001966
32931550  N420B  00-03-01   3443 2016-05-16 17:00:00  2939891  83567        7.0    1.0       1.75      0.25   0.011431  0.010392  0.001827  0.001967
32931551  N420B  00-03-01   3444 2016-05-16 21:00:00  2939896  83569        5.0    2.0       1.25      0.50   0.011497  0.009101  0.001828  0.001967
32931552  N420B  00-03-01   3445 2016-05-17 01:00:00  2939899  83571        3.0    2.0       0.75      0.50   0.011563  0.009101  0.001828  0.001967



           area       scp  index                  dt        i      o      idiff    odiff      idiff_ph      odiff_ph          iz          oz     cumiz     cumoz
41619629  PTH11  00-00-01   2073 2015-10-23 10:03:56  2252444  42319      527.0      0.0  1.254762e+02      0.000000    0.008910    0.012780  0.001701  0.001967
41619630  PTH11  00-00-01   2074 2015-10-23 14:15:56  2252736  42321      292.0      2.0  6.952381e+01      0.476190    0.010269    0.012145  0.001758  0.001967
41619631  PTH11  00-00-01   2075 2015-10-23 18:27:56  2253884  42337     1148.0     16.0  2.733333e+02      3.809524    0.005321    0.007703  0.001549  0.001963
41619632  PTH11  00-00-01   2076 2015-10-23 22:12:21    28242   1843 -2225642.0 -40494.0 -5.950472e+05 -10826.468622   14.433315   14.414404  0.606644  0.011785
41619633  PTH11  00-00-01   2077 2015-10-23 22:39:56  2255026  42344  2226784.0  40501.0  4.843760e+06  88098.851964  117.574375  117.386384  4.951218  0.109939
41619634  PTH11  00-00-01   2078 2015-10-24 02:51:56  2255454  42349      428.0      5.0  1.019048e+02      1.190476    0.009483    0.011194  0.001725  0.001966
41619635  PTH11  00-00-01   2079 2015-10-24 07:03:56  2255557  42349      103.0      0.0  2.452381e+01      0.000000    0.011361    0.012780  0.001804  0.001967
41619636  PTH11  00-00-01   2080 2015-10-24 11:15:56  2255770  42354      213.0      5.0  5.071429e+01      1.190476    0.010725    0.011194  0.001777  0.001966
41619637  PTH11  00-00-01   2081 2015-10-24 15:27:56  2256306  42363      536.0      9.0  1.276190e+02      2.142857    0.008858    0.009924  0.001698  0.001965



          area       scp  index                  dt        i        o      idiff      odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
34401734  N507  00-00-01  12008 2020-03-04 07:00:00  2341689  9403943        4.0      134.0       1.00       33.50   0.017626   0.021940  0.001828  0.001925
34401735  N507  00-00-01  12009 2020-03-04 11:00:00  2341728  9405139       39.0     1196.0       9.75      299.00   0.017461   0.013885  0.001819  0.001588
34401736  N507  00-00-01  12010 2020-03-04 15:00:00  2341748  9405821       20.0      682.0       5.00      170.50   0.017551   0.017783  0.001824  0.001751
34401737  N507  00-00-01  12011 2020-03-04 19:00:00   111922   108792 -2229826.0 -9297029.0 -557456.50 -2324257.25  10.537649  70.490326  0.568205  2.950391
34401738  N507  00-00-01  12012 2020-03-04 23:00:00  2341818  9407989  2229896.0  9299197.0  557474.00  2324799.25  10.537980  70.506770  0.568223  2.951079
34401739  N507  00-00-01  12013 2020-03-05 03:00:00  2341818  9408049        0.0       60.0       0.00       15.00   0.017645   0.022501  0.001829  0.001948
34401740  N507  00-00-01  12014 2020-03-05 07:00:00  2341821  9408198        3.0      149.0       0.75       37.25   0.017631   0.021826  0.001828  0.001920
34401741  N507  00-00-01  12015 2020-03-05 11:00:00  2341853  9409385       32.0     1187.0       8.00      296.75   0.017494   0.013953  0.001821  0.001590
34401742  N507  00-00-01  12016 2020-03-05 15:00:00  2341870  9410070       17.0      685.0       4.25      171.25   0.017565   0.017761  0.001824  0.001750



           area       scp  index                  dt        i       o      idiff     odiff      idiff_ph       odiff_ph         iz         oz     cumiz     cumoz
41764493  PTH12  00-00-00   7497 2018-06-03 21:23:15    25885    1585       26.0       8.0  5.864662e+00       1.804511   0.019839   0.017360  0.001823  0.001965
41764494  PTH12  00-00-00   7498 2018-06-04 01:35:15    25889    1587        4.0       2.0  9.523810e-01       0.476190   0.019984   0.017779  0.001828  0.001967
41764495  PTH12  00-00-00   7499 2018-06-04 05:47:15    25889    1590        0.0       3.0  0.000000e+00       0.714286   0.020012   0.017704  0.001829  0.001966
41764496  PTH12  00-00-00   7500 2018-06-04 09:59:15    25909    1592       20.0       2.0  4.761905e+00       0.476190   0.019872   0.017779  0.001824  0.001967
41764497  PTH12  00-00-00   7501 2018-06-04 13:05:42  2287558  211311  2261649.0  209719.0  7.278034e+05   67488.012872  21.476764  21.277108  0.742396  0.083758
41764498  PTH12  00-00-00   7502 2018-06-04 14:11:15    25935    1596 -2261623.0 -209715.0 -2.070135e+06 -191958.810069  61.124577  60.552383  2.115014  0.241866
41764499  PTH12  00-00-00   7503 2018-06-04 18:23:15    26167    1606      232.0      10.0  5.523810e+01       2.380952   0.018381   0.017178  0.001772  0.001964
41764500  PTH12  00-00-00   7504 2018-06-04 22:35:15    26330    1618      163.0      12.0  3.880952e+01       2.857143   0.018866   0.017028  0.001789  0.001964
41764501  PTH12  00-00-00   7505 2018-06-05 02:47:15    26334    1620        4.0       2.0  9.523810e-01       0.476190   0.019984   0.017779  0.001828  0.001967



          area       scp  index                  dt        i       o      idiff     odiff   idiff_ph  odiff_ph         iz         oz     cumiz     cumoz
68637109  R627  00-03-01   2068 2018-05-24 12:00:00   276273  409725      253.0     164.0      63.25     41.00   0.007098   0.018581  0.001764  0.001915
68637110  R627  00-03-01   2069 2018-05-24 16:00:00   276436  410047      163.0     322.0      40.75     80.50   0.010755   0.022673  0.001787  0.001865
68637111  R627  00-03-01   2070 2018-05-24 20:00:00   276572  410701      136.0     654.0      34.00    163.50   0.011852   0.109358  0.001794  0.001760
68637112  R627  00-03-01   2071 2018-05-25 00:00:00   276636  410947       64.0     246.0      16.00     61.50   0.014778   0.002829  0.001812  0.001889
68637113  R627  00-03-01   2072 2018-05-25 04:00:00  2555904  131076  2279268.0 -279871.0  569817.00 -69967.75  92.594064  73.013310  0.580845  0.086908
68637114  R627  00-03-01   2073 2018-05-25 08:00:00  2556193  131170      289.0      94.0      72.25     23.50   0.005635   0.036858  0.001755  0.001938
68637115  R627  00-03-01   2074 2018-05-25 12:00:00  2556443  131341      250.0     171.0      62.50     42.75   0.007220   0.016754  0.001765  0.001913
68637116  R627  00-03-01   2075 2018-05-25 16:00:00  2556632  131735      189.0     394.0      47.25     98.50   0.009699   0.041472  0.001781  0.001842
68637117  R627  00-03-01   2076 2018-05-26 12:00:00       12       2 -2556620.0 -131733.0 -127831.00  -6586.65  20.758789   6.817732  0.128886  0.006399



          area       scp  index                  dt        i        o      idiff     odiff   idiff_ph   odiff_ph         iz         oz     cumiz     cumoz
63205959  R510  00-00-00  10175 2020-01-08 07:00:00   245929   719329      116.0     115.0      29.00      28.75   0.013893   0.009778  0.001799  0.001931
63205960  R510  00-00-00  10176 2020-01-08 11:00:00   246827   719865      898.0     536.0     224.50     134.00   0.014400   0.071410  0.001599  0.001797
63205961  R510  00-00-00  10177 2020-01-08 15:00:00   247005   720555      178.0     690.0      44.50     172.50   0.011650   0.101109  0.001783  0.001748
63205962  R510  00-00-00  10178 2020-01-08 19:00:00   247166   722210      161.0    1655.0      40.25     413.75   0.012265   0.287206  0.001788  0.001442
63205963  R510  00-00-00  10179 2020-01-08 23:00:00  2526452  1148269  2279286.0  426059.0  569821.50  106514.75  82.449335  82.131970  0.580849  0.133332
63205964  R510  00-00-00  10180 2020-01-09 03:00:00  2526462  1148323       10.0      54.0       2.50      13.50   0.017728   0.021542  0.001826  0.001950
63205965  R510  00-00-00  10181 2020-01-09 07:00:00  2526472  1148424       10.0     101.0       2.50      25.25   0.017728   0.012478  0.001826  0.001935
63205966  R510  00-00-00  10182 2020-01-09 11:00:00  2526517  1148774       45.0     350.0      11.25      87.50   0.016462   0.035541  0.001817  0.001856
63205967  R510  00-00-00  10183 2020-01-09 15:00:00  2526580  1149041       63.0     267.0      15.75      66.75   0.015811   0.019535  0.001813  0.001883



          area       scp  index                  dt        i       o      idiff     odiff   idiff_ph  odiff_ph        iz        oz     cumiz     cumoz
48101964  R158  00-05-04    766 2015-02-26 19:00:00       27      88        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101965  R158  00-05-04    767 2015-02-26 23:00:00       27      88        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101966  R158  00-05-04    768 2015-02-27 03:00:00       27      88        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101967  R158  00-05-04    769 2015-02-27 07:00:00       27      88        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101968  R158  00-05-04    770 2015-02-27 11:00:00  2293760  720896  2293733.0  720808.0  573433.25  180202.0  0.335499  0.325739  0.584542  0.226932
48101969  R158  00-05-04    771 2015-02-27 15:00:00  2293760  720896        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101970  R158  00-05-04    772 2015-02-27 19:00:00  2293760  720896        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101971  R158  00-05-04    773 2015-02-27 23:00:00  2293760  720896        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967
48101972  R158  00-05-04    774 2015-02-28 03:00:00  2293760  720896        0.0       0.0       0.00       0.0  0.011704  0.011624  0.001829  0.001967



          area       scp  index                  dt        i         o      idiff       odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
63233161  R510  00-00-02  10166 2020-01-06 23:00:00   931236   1797055       32.0        60.0       8.00       15.00   0.013312   0.012368  0.001821  0.001948
63233162  R510  00-00-02  10167 2020-01-07 03:00:00   931242   1797059        6.0         4.0       1.50        1.00   0.014241   0.012589  0.001827  0.001966
63233163  R510  00-00-02  10168 2020-01-07 07:00:00   931246   1797082        4.0        23.0       1.00        5.75   0.014313   0.012514  0.001828  0.001960
63233164  R510  00-00-02  10169 2020-01-07 11:00:00   931289   1797191       43.0       109.0      10.75       27.25   0.012918   0.012174  0.001818  0.001933
63233165  R510  00-00-02  10170 2020-01-07 15:00:00  3237291  22662443  2306002.0  20865252.0  576500.50  5216313.00  82.445274  82.460905  0.587679  6.623988
63233166  R510  00-00-02  10171 2020-01-07 19:00:00  3237458  22663238      167.0       795.0      41.75      198.75   0.008484   0.009463  0.001786  0.001715
63233167  R510  00-00-02  10172 2020-01-07 23:00:00  3237530  22663783       72.0       545.0      18.00      136.25   0.011881   0.010451  0.001810  0.001794
63233168  R510  00-00-02  10173 2020-01-08 03:00:00  3237543  22663883       13.0       100.0       3.25       25.00   0.013991   0.012210  0.001826  0.001936
63233169  R510  00-00-02  10174 2020-01-08 07:00:00  3237660  22663910      117.0        27.0      29.25        6.75   0.010272   0.012498  0.001799  0.001959



           area       scp  index                  dt        i       o      idiff     odiff      idiff_ph       odiff_ph         iz         oz     cumiz     cumoz
40830318  PTH05  00-04-01   7926 2018-08-15 19:49:43   364454   33291      267.0      24.0  6.357143e+01       5.714286   0.009441   0.011320  0.001764  0.001960
40830319  PTH05  00-04-01   7927 2018-08-16 00:01:43   364481   33295       27.0       4.0  6.428571e+00       0.952381   0.013461   0.012259  0.001822  0.001966
40830320  PTH05  00-04-01   7928 2018-08-16 04:10:43   364481   33297        0.0       2.0  0.000000e+00       0.481928   0.013913   0.012351  0.001829  0.001967
40830321  PTH05  00-04-01   7929 2018-08-16 08:12:31   364711   33300      230.0       3.0  5.707196e+01       0.744417   0.009898   0.012300  0.001770  0.001966
40830322  PTH05  00-04-01   7930 2018-08-16 09:59:03  2705659  869624  2340948.0  836324.0  1.318431e+06  471021.026283  92.742120  92.876003  1.346349  0.596341
40830323  PTH05  00-04-01   7931 2018-08-16 12:13:46   365092   33315 -2340567.0 -836309.0 -1.042440e+06 -372474.625758  73.325202  73.442003  1.064131  0.471164
40830324  PTH05  00-04-01   7932 2018-08-16 16:25:46   365194   33326      102.0      11.0  2.428571e+01       2.619048   0.012205   0.011930  0.001804  0.001964
40830325  PTH05  00-04-01   7933 2018-08-16 20:37:46   365399   33359      205.0      33.0  4.880952e+01       7.857143   0.010480   0.010897  0.001779  0.001957
40830326  PTH05  00-04-01   7934 2018-08-17 00:49:46   365409   33363       10.0       4.0  2.380952e+00       0.952381   0.013746   0.012259  0.001826  0.001966



         area       scp  index                  dt        i        o      idiff      odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
7843894  C017  00-00-00   9125 2018-12-19 19:00:00  1763888  1504260      115.0       73.0      28.75       18.25   0.009805   0.012273  0.001799  0.001944
7843895  C017  00-00-00   9126 2018-12-19 23:00:00  1763903  1504316       15.0       56.0       3.75       14.00   0.013395   0.012503  0.001825  0.001950
7843896  C017  00-00-00   9127 2018-12-20 03:00:00  1763907  1504326        4.0       10.0       1.00        2.50   0.013790   0.013126  0.001828  0.001964
7843897  C017  00-00-00   9128 2018-12-20 07:00:00  1763938  1504355       31.0       29.0       7.75        7.25   0.012821   0.012869  0.001821  0.001958
7843898  C017  00-00-00   9129 2018-12-20 11:00:00  4163425  7870294  2399487.0  6365939.0  599871.75  1591484.75  86.126057  86.128681  0.611577  2.019596
7843899  C017  00-00-00   9130 2018-12-20 15:00:00  4163509  7870439       84.0      145.0      21.00       36.25   0.010918   0.011299  0.001807  0.001921
7843900  C017  00-00-00   9131 2018-12-20 19:00:00  4163669  7870656      160.0      217.0      40.00       54.25   0.008190   0.010325  0.001788  0.001898
7843901  C017  00-00-00   9132 2018-12-20 23:00:00  4163727  7870803       58.0      147.0      14.50       36.75   0.011852   0.011272  0.001814  0.001921
7843902  C017  00-00-00   9133 2018-12-21 03:00:00  4163748  7870893       21.0       90.0       5.25       22.50   0.013180   0.012043  0.001823  0.001939



          area       scp  index                  dt        i      o      idiff    odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
18530048  N067  00-03-01   3771 2016-06-03 20:00:00    90483  37176      979.0    586.0     244.7500   146.5000  0.002611  0.014717  0.001579  0.001781
18530049  N067  00-03-01   3772 2016-06-04 00:00:00    90870  37340      387.0    164.0      96.7500    41.0000  0.007698  0.005222  0.001730  0.001915
18530050  N067  00-03-01   3773 2016-06-04 04:00:00    90895  37345       25.0      5.0       6.2500     1.2500  0.010808  0.012734  0.001822  0.001966
18530051  N067  00-03-01   3774 2016-06-04 08:00:00    90906  37349       11.0      4.0       2.7500     1.0000  0.010928  0.012781  0.001826  0.001966
18530052  N067  00-03-01   3775 2016-06-05 00:00:00  2493703  59956  2402797.0  22607.0  150174.8125  1412.9375  5.150389  0.254057  0.151734  0.000173
18530053  N067  00-03-01   3776 2016-06-05 04:00:00  2493708  59960        5.0      4.0       1.2500     1.0000  0.010980  0.012781  0.001828  0.001966
18530054  N067  00-03-01   3777 2016-06-05 08:00:00  2493710  59961        2.0      1.0       0.5000     0.2500  0.011006  0.012923  0.001828  0.001967
18530055  N067  00-03-01   3778 2016-06-05 12:00:00  2493768  59968       58.0      7.0      14.5000     1.7500  0.010525  0.012639  0.001814  0.001965
18530056  N067  00-03-01   3779 2016-06-05 16:00:00  2493905  59994      137.0     26.0      34.2500     6.5000  0.009846  0.011742  0.001794  0.001959



         area       scp  index                  dt        i        o      idiff     odiff   idiff_ph  odiff_ph         iz         oz     cumiz     cumoz
8252952  C023  00-00-00   5695 2017-10-10 04:00:00  2684419  2378816        0.0       0.0       0.00      0.00   0.017178   0.057918  0.001829  0.001967
8252953  C023  00-00-00   5696 2017-10-10 08:00:00  2684419  2378816        0.0       0.0       0.00      0.00   0.017178   0.057918  0.001829  0.001967
8252954  C023  00-00-00   5697 2017-10-10 12:00:00  2684419  2378816        0.0       0.0       0.00      0.00   0.017178   0.057918  0.001829  0.001967
8252955  C023  00-00-00   5698 2017-10-10 16:00:00  2684419  2378821        0.0       5.0       0.00      1.25   0.017178   0.056641  0.001829  0.001966
8252956  C023  00-00-00   5699 2017-10-10 20:00:00  5184970  2707457  2500551.0  328636.0  625137.75  82159.00  83.971704  83.901426  0.637414  0.102394
8252957  C023  00-00-00   5700 2017-10-11 00:00:00  5184970  2707459        0.0       2.0       0.00      0.50   0.017178   0.057407  0.001829  0.001967
8252958  C023  00-00-00   5701 2017-10-11 04:00:00  5184970  2707459        0.0       0.0       0.00      0.00   0.017178   0.057918  0.001829  0.001967
8252959  C023  00-00-00   5702 2017-10-11 08:00:00  5184970  2707462        0.0       3.0       0.00      0.75   0.017178   0.057152  0.001829  0.001966
8252960  C023  00-00-00   5703 2017-10-11 12:00:00  5184971  2707471        1.0       9.0       0.25      2.25   0.017145   0.055619  0.001829  0.001965



          area       scp  index                  dt        i        o      idiff      odiff   idiff_ph   odiff_ph         iz         oz     cumiz     cumoz
14453251  K019  00-00-00   8133 2019-01-27 20:00:00  1319028  4728137        0.0        0.0       0.00       0.00   0.014032   0.021904  0.001829  0.001967
14453252  K019  00-00-00   8134 2019-01-28 00:00:00  1319028  4728137        0.0        0.0       0.00       0.00   0.014032   0.021904  0.001829  0.001967
14453253  K019  00-00-00   8135 2019-01-28 04:00:00  1319028  4728137        0.0        0.0       0.00       0.00   0.014032   0.021904  0.001829  0.001967
14453254  K019  00-00-00   8136 2019-01-28 08:00:00  1319112  4728255       84.0      118.0      21.00      29.50   0.011285   0.017966  0.001807  0.001930
14453255  K019  00-00-00   8137 2019-01-28 12:00:00  3844615  2254856  2525503.0 -2473399.0  631375.75 -618349.75  82.569964  82.538868  0.643792  0.783484
14453256  K019  00-00-00   8138 2019-01-28 16:00:00  3844868  2254965      253.0      109.0      63.25      27.25   0.005759   0.018266  0.001764  0.001933
14453257  K019  00-00-00   8139 2019-01-28 20:00:00  3845206  2255201      338.0      236.0      84.50      59.00   0.002979   0.014027  0.001742  0.001892
14453258  K019  00-00-00   8140 2019-01-29 00:00:00  3845296  2255348       90.0      147.0      22.50      36.75   0.011089   0.016998  0.001806  0.001921
14453259  K019  00-00-00   8141 2019-01-29 04:00:00  3845326  2255416       30.0       68.0       7.50      17.00   0.013051   0.019635  0.001821  0.001946



          area       scp  index                  dt        i       o      idiff     odiff      idiff_ph       odiff_ph          iz         oz     cumiz     cumoz
46267341  R132  01-00-02  14030 2021-03-14 21:00:00  2549605  581073       34.0      49.0  8.500000e+00      12.250000    0.012348   0.016836  0.001820  0.001952
46267342  R132  01-00-02  14031 2021-03-15 01:00:00  2549613  581085        8.0      12.0  2.000000e+00       3.000000    0.012642   0.017978  0.001827  0.001964
46267343  R132  01-00-02  14032 2021-03-15 05:00:00  2549614  581088        1.0       3.0  2.500000e-01       0.750000    0.012721   0.018256  0.001829  0.001966
46267344  R132  01-00-02  14033 2021-03-15 08:00:00    12840   16547 -2536774.0 -564541.0 -8.455913e+05 -188180.333333   38.235358  23.224636  0.862841  0.237066
46267345  R132  01-00-02  14034 2021-03-15 09:00:00  2549633  581205  2536793.0  564658.0  2.536793e+06  564658.000000  114.732397  69.725056  2.592200  0.715282
46267346  R132  01-00-02  14035 2021-03-15 13:00:00  2549661  581290       28.0      85.0  7.000000e+00      21.250000    0.012416   0.015724  0.001822  0.001940
46267347  R132  01-00-02  14036 2021-03-15 17:00:00  2549726  581380       65.0      90.0  1.625000e+01      22.500000    0.011997   0.015570  0.001812  0.001939
46267348  R132  01-00-02  14037 2021-03-15 21:00:00  2549786  581452       60.0      72.0  1.500000e+01      18.000000    0.012054   0.016126  0.001814  0.001945
46267349  R132  01-00-02  14038 2021-03-16 01:00:00  2549795  581470        9.0      18.0  2.250000e+00       4.500000    0.012630   0.017793  0.001827  0.001962



          area       scp  index                  dt         i         o      idiff      odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
11133178  H009  00-03-00  11885 2020-03-22 00:00:00  17126296  22672766        1.0        8.0       0.25        2.00   0.016145   0.017058  0.001829  0.001965
